seqname,source,feature,start,end,score,strand,frame,gene_id,gene_type,gene_name,level,hgnc_id,havana_gene,transcript_id,transcript_type,transcript_name,transcript_support_level,tag,havana_transcript,exon_number,exon_id,ont,protein_id,ccdsid
chr14,HAVANA,gene,91232532,91253925,,-,0,ENSG00000119714.11,protein_coding,GPR68,2,HGNC:4519,OTTHUMG00000167590.1,,,,,,,,,,,
chr14,HAVANA,gene,91271323,91417844,,-,0,ENSG00000015133.19,protein_coding,CCDC88C,1,HGNC:19967,OTTHUMG00000171099.1,,,,,,,,,,,
chr14,HAVANA,gene,91457611,91510554,,-,0,ENSG00000100796.17,protein_coding,PPP4R3A,2,HGNC:20219,OTTHUMG00000171102.1,,,,,,,,,,,
chr14,HAVANA,gene,91580696,91780707,,-,0,ENSG00000133962.8,protein_coding,CATSPERB,2,HGNC:20500,OTTHUMG00000171118.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr14,HAVANA,gene,91779746,91867536,,-,0,ENSG00000165929.13,protein_coding,TC2N,1,HGNC:19859,OTTHUMG00000171121.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,91869412,91947987,,-,0,ENSG00000140092.14,protein_coding,FBLN5,1,HGNC:3602,OTTHUMG00000171122.1,,,,,,,,,,,
chr14,HAVANA,gene,91965991,92040896,,-,0,ENSG00000100815.12,protein_coding,TRIP11,2,HGNC:12305,OTTHUMG00000171128.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,92044496,92106621,,-,0,ENSG00000066427.24,protein_coding,ATXN3,1,HGNC:7106,OTTHUMG00000162212.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,92116122,92121917,,-,0,ENSG00000183648.11,protein_coding,NDUFB1,2,HGNC:7695,OTTHUMG00000171180.1,,,,,,,,,,,
chr14,HAVANA,gene,92121969,92172145,,+,0,ENSG00000165934.13,protein_coding,CPSF2,1,HGNC:2325,OTTHUMG00000171181.1,,,,,,,,,,,
chr14,HAVANA,gene,92322581,92501483,,+,0,ENSG00000140090.17,protein_coding,SLC24A4,1,HGNC:10978,OTTHUMG00000167589.1,,,,,,,,,,,
chr14,HAVANA,gene,92513781,92688994,,+,0,ENSG00000100599.16,protein_coding,RIN3,2,HGNC:18751,OTTHUMG00000171198.1,,,,,,,,,,,
chr14,HAVANA,gene,92703807,92748679,,-,0,ENSG00000100600.15,protein_coding,LGMN,1,HGNC:9472,OTTHUMG00000171199.1,,,,,,,,,,,
chr14,HAVANA,gene,92794305,92839947,,+,0,ENSG00000066455.13,protein_coding,GOLGA5,2,HGNC:4428,OTTHUMG00000171217.1,,,,,,,,,,,
chr14,HAVANA,gene,92923150,92935285,,+,0,ENSG00000100604.13,protein_coding,CHGA,1,HGNC:1929,OTTHUMG00000171225.1,,,,,,,,,,,
chr14,HAVANA,gene,92936914,93116320,,-,0,ENSG00000100605.17,protein_coding,ITPK1,2,HGNC:6177,OTTHUMG00000171226.1,,,,,,,,,,,
chr14,HAVANA,gene,93182199,93184923,,-,0,ENSG00000165943.5,protein_coding,MOAP1,2,HGNC:16658,OTTHUMG00000169184.1,,,,,,,,,,,
chr14,HAVANA,gene,93184951,93187089,,+,0,ENSG00000153485.5,protein_coding,TMEM251,2,HGNC:20218,OTTHUMG00000171265.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,93184973,93218586,,+,0,ENSG00000259066.5,protein_coding,AL110118.2,2,,OTTHUMG00000171266.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,93202894,93207065,,-,0,ENSG00000170270.5,protein_coding,GON7,2,HGNC:20356,OTTHUMG00000171267.1,,,,,,,,,,,
chr14,HAVANA,gene,93207241,93229215,,+,0,ENSG00000012963.15,protein_coding,UBR7,2,HGNC:20344,OTTHUMG00000171268.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,93237550,93333092,,-,0,ENSG00000011114.15,protein_coding,BTBD7,2,HGNC:18269,OTTHUMG00000171269.1,,,,,,,,,,,
chr14,HAVANA,gene,93333219,93707876,,+,0,ENSG00000133958.13,protein_coding,UNC79,2,HGNC:19966,OTTHUMG00000029783.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr14,HAVANA,gene,93347182,93348356,,+,0,ENSG00000187581.3,protein_coding,COX8C,2,HGNC:24382,OTTHUMG00000171279.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,93718298,93788485,,-,0,ENSG00000175785.13,protein_coding,PRIMA1,2,HGNC:18319,OTTHUMG00000141313.1,,,,,,,,,,,
chr14,HAVANA,gene,93918894,93929608,,+,0,ENSG00000140067.6,protein_coding,FAM181A,2,HGNC:20491,OTTHUMG00000171297.1,,,,,,,,,,,
chr14,HAVANA,gene,93934166,93976739,,-,0,ENSG00000100628.12,protein_coding,ASB2,1,HGNC:16012,OTTHUMG00000171298.1,,,,,ncRNA_host,,,,,,
chr14,HAVANA,gene,93987225,94008863,,+,0,ENSG00000175699.15,protein_coding,CCDC197,2,HGNC:19860,OTTHUMG00000156974.1,,,,,,,,,,,
chr14,HAVANA,gene,94026340,94048930,,+,0,ENSG00000089723.10,protein_coding,OTUB2,2,HGNC:20351,OTTHUMG00000171300.1,,,,,,,,,,,
chr14,HAVANA,gene,94048287,94081212,,-,0,ENSG00000089737.17,protein_coding,DDX24,1,HGNC:13266,OTTHUMG00000171301.1,,,,,,,,,,,
chr14,HAVANA,gene,94081301,94103846,,+,0,ENSG00000165948.11,protein_coding,IFI27L1,1,HGNC:19754,OTTHUMG00000171302.1,,,,,,,,,,,
chr14,HAVANA,gene,94104836,94116698,,+,0,ENSG00000165949.12,protein_coding,IFI27,1,HGNC:5397,OTTHUMG00000171303.1,,,,,,,,,,,
chr14,HAVANA,gene,94127779,94130253,,-,0,ENSG00000119632.4,protein_coding,IFI27L2,2,HGNC:19753,OTTHUMG00000171313.1,,,,,,,,,,,
chr14,HAVANA,gene,94146128,94279734,,+,0,ENSG00000119698.12,protein_coding,PPP4R4,1,HGNC:23788,OTTHUMG00000171344.1,,,,,,,,,,,
chr14,HAVANA,gene,94280460,94293268,,-,0,ENSG00000140093.10,protein_coding,SERPINA10,2,HGNC:15996,OTTHUMG00000171345.1,,,,,,,,,,,
chr14,HAVANA,gene,94304248,94323389,,-,0,ENSG00000170099.6,protein_coding,SERPINA6,2,HGNC:1540,OTTHUMG00000171346.1,,,,,,,,,,,
chr14,HAVANA,gene,94376747,94390693,,-,0,ENSG00000197249.14,protein_coding,SERPINA1,1,HGNC:8941,OTTHUMG00000150355.1,,,,,,,,,,,
chr14,HAVANA,gene,94442464,94452800,,-,0,ENSG00000186910.4,protein_coding,SERPINA11,2,HGNC:19193,OTTHUMG00000171348.1,,,,,,,,,,,
chr14,HAVANA,gene,94462717,94479689,,-,0,ENSG00000170054.15,protein_coding,SERPINA9,2,HGNC:15995,OTTHUMG00000167710.1,,,,,,,,,,,
chr14,HAVANA,gene,94487274,94517844,,-,0,ENSG00000165953.9,protein_coding,SERPINA12,2,HGNC:18359,OTTHUMG00000171349.1,,,,,,,,,,,
chr14,HAVANA,gene,94561442,94569913,,+,0,ENSG00000100665.12,protein_coding,SERPINA4,2,HGNC:8948,OTTHUMG00000170859.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,94561442,94593118,,+,0,ENSG00000188488.14,protein_coding,SERPINA5,2,HGNC:8723,OTTHUMG00000170860.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,94592058,94624646,,+,0,ENSG00000273259.3,protein_coding,AL049839.2,2,,OTTHUMG00000186018.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,94612384,94624055,,+,0,ENSG00000196136.18,protein_coding,SERPINA3,2,HGNC:16,OTTHUMG00000029851.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,94768216,94770230,,-,0,ENSG00000133937.4,protein_coding,GSC,2,HGNC:4612,OTTHUMG00000170864.1,,,,,,,,,,,
chr14,HAVANA,gene,95086228,95158010,,-,0,ENSG00000100697.14,protein_coding,DICER1,1,HGNC:17098,OTTHUMG00000166134.1,,,,,ncRNA_host,,,,,,
chr14,HAVANA,gene,95181940,95319908,,-,0,ENSG00000165959.12,protein_coding,CLMN,2,HGNC:19972,OTTHUMG00000171629.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,95407266,95475836,,-,0,ENSG00000176438.12,protein_coding,SYNE3,2,HGNC:19861,OTTHUMG00000171632.1,,,,,,,,,,,
chr14,HAVANA,gene,95533503,95544724,,+,0,ENSG00000182512.5,protein_coding,GLRX5,2,HGNC:20134,OTTHUMG00000171636.1,,,,,,,,,,,
chr14,HAVANA,gene,95686426,95692628,,+,0,ENSG00000213231.13,protein_coding,TCL1B,2,HGNC:11649,OTTHUMG00000028912.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,95709947,95714196,,-,0,ENSG00000100721.11,protein_coding,TCL1A,2,HGNC:11648,OTTHUMG00000171390.1,,,,,,,,,,,
chr14,HAVANA,gene,95876392,95925571,,+,0,ENSG00000250366.2,protein_coding,TUNAR,2,HGNC:44088,OTTHUMG00000171392.1,,,,,,,,,,,
chr14,HAVANA,gene,96039324,96093889,,+,0,ENSG00000227051.6,protein_coding,C14orf132,1,HGNC:20346,OTTHUMG00000171393.1,,,,,,,,,,,
chr14,HAVANA,gene,96204679,96244166,,+,0,ENSG00000168398.6,protein_coding,BDKRB2,2,HGNC:1030,OTTHUMG00000171408.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,96204844,96263929,,+,0,ENSG00000258691.1,protein_coding,AL355102.2,1,,OTTHUMG00000171409.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,96256210,96268967,,+,0,ENSG00000100739.11,protein_coding,BDKRB1,2,HGNC:1029,OTTHUMG00000171412.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,96279195,96363341,,-,0,ENSG00000066739.12,protein_coding,ATG2B,1,HGNC:20187,OTTHUMG00000149933.1,,,,,,,,,,,
chr14,HAVANA,gene,96363452,96387288,,+,0,ENSG00000100744.15,protein_coding,GSKIP,2,HGNC:20343,OTTHUMG00000171420.1,,,,,ncRNA_host,,,,,,
chr14,HAVANA,gene,96392128,96489427,,+,0,ENSG00000140057.9,protein_coding,AK7,2,HGNC:20091,OTTHUMG00000171421.1,,,,,,,,,,,
chr14,HAVANA,gene,96501433,96567111,,+,0,ENSG00000090060.18,protein_coding,PAPOLA,1,HGNC:14981,OTTHUMG00000171441.1,,,,,,,,,,,
chr14,HAVANA,gene,96797382,96931722,,+,0,ENSG00000100749.8,protein_coding,VRK1,2,HGNC:12718,OTTHUMG00000171459.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,98711613,98717766,,+,0,ENSG00000176605.8,protein_coding,C14orf177,2,HGNC:26375,OTTHUMG00000167745.1,,,,,,,,,,,
chr14,HAVANA,gene,99169287,99272197,,-,0,ENSG00000127152.18,protein_coding,BCL11B,2,HGNC:13222,OTTHUMG00000028967.1,,,,,,,,,,,
chr14,HAVANA,gene,99397748,99480889,,-,0,ENSG00000183576.13,protein_coding,SETD3,2,HGNC:20493,OTTHUMG00000028970.1,,,,,,,,,,,
chr14,HAVANA,gene,99481169,99535044,,+,0,ENSG00000090061.17,protein_coding,CCNK,2,HGNC:1596,OTTHUMG00000171495.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,99500190,99604207,,-,0,ENSG00000205476.9,protein_coding,CCDC85C,2,HGNC:35459,OTTHUMG00000171506.1,,,,,,,,,,,
chr14,HAVANA,gene,99645110,99680569,,+,0,ENSG00000182218.9,protein_coding,HHIPL1,2,HGNC:19710,OTTHUMG00000171509.1,,,,,,,,,,,
chr14,HAVANA,gene,99684298,99727301,,+,0,ENSG00000036530.9,protein_coding,CYP46A1,1,HGNC:2641,OTTHUMG00000171510.1,,,,,,,,,,,
chr14,HAVANA,gene,99737693,99942060,,+,0,ENSG00000066629.18,protein_coding,EML1,1,HGNC:3330,OTTHUMG00000171529.1,,,,,,,,,,,
chr14,HAVANA,gene,99971449,100144236,,+,0,ENSG00000196405.13,protein_coding,EVL,1,HGNC:20234,OTTHUMG00000171530.1,,,,,ncRNA_host,,,,,,
chr14,HAVANA,gene,100143957,100159645,,-,0,ENSG00000168350.8,protein_coding,DEGS2,1,HGNC:20113,OTTHUMG00000171537.1,,,,,,,,,,,
chr14,HAVANA,gene,100238298,100282788,,+,0,ENSG00000100811.14,protein_coding,YY1,1,HGNC:12856,OTTHUMG00000150479.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr14,HAVANA,gene,100291116,100306547,,-,0,ENSG00000197119.13,protein_coding,SLC25A29,1,HGNC:20116,OTTHUMG00000171569.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,100323339,100330421,,+,0,ENSG00000140107.12,protein_coding,SLC25A47,2,HGNC:20115,OTTHUMG00000171571.1,,,,,,,,,,,
chr14,HAVANA,gene,100333790,100376805,,-,0,ENSG00000140105.18,protein_coding,WARS1,1,HGNC:12729,OTTHUMG00000171572.1,,,,,,,,,,,
chr14,HAVANA,gene,100376418,100530303,,+,0,ENSG00000176473.13,protein_coding,WDR25,2,HGNC:21064,OTTHUMG00000171585.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr14,HAVANA,gene,100537147,100587413,,-,0,ENSG00000183092.16,protein_coding,BEGAIN,2,HGNC:24163,OTTHUMG00000171589.1,,,,,,,,,,,
chr14,HAVANA,gene,100725705,100738224,,+,0,ENSG00000185559.16,protein_coding,DLK1,2,HGNC:2907,OTTHUMG00000171600.1,,,,,,,,,,,
chr14,HAVANA,gene,100879753,100903722,,-,0,ENSG00000254656.2,protein_coding,RTL1,2,HGNC:14665,OTTHUMG00000167573.1,,,,,,,,,,,
chr14,HAVANA,gene,101561351,101563452,,+,0,ENSG00000197406.7,protein_coding,DIO3,2,HGNC:2885,OTTHUMG00000160681.1,,,,,retrogene,,,,,,
chr14,HAVANA,gene,101761798,101927989,,+,0,ENSG00000078304.19,protein_coding,PPP2R5C,1,HGNC:9311,OTTHUMG00000171597.1,,,,,ncRNA_host,,,,,,
chr14,HAVANA,gene,101964573,102056443,,+,0,ENSG00000197102.12,protein_coding,DYNC1H1,1,HGNC:2961,OTTHUMG00000171644.1,,,,,,,,,,,
chr14,HAVANA,gene,102080742,102139699,,-,0,ENSG00000080824.19,protein_coding,HSP90AA1,2,HGNC:5253,OTTHUMG00000171752.1,,,,,,,,,,,
chr14,HAVANA,gene,102139503,102224847,,+,0,ENSG00000140153.17,protein_coding,WDR20,1,HGNC:19667,OTTHUMG00000171753.1,,,,,,,,,,,
chr14,HAVANA,gene,102224500,102305190,,-,0,ENSG00000080823.23,protein_coding,MOK,1,HGNC:9833,OTTHUMG00000164896.1,,,,,,,,,,,
chr14,HAVANA,gene,102317377,102342702,,+,0,ENSG00000022976.15,protein_coding,ZNF839,1,HGNC:20345,OTTHUMG00000171864.1,,,,,,,,,,,
chr14,HAVANA,gene,102341102,102362916,,-,0,ENSG00000100865.15,protein_coding,CINP,2,HGNC:23789,OTTHUMG00000171775.1,,,,,,,,,,,
chr14,HAVANA,gene,102362941,102502477,,+,0,ENSG00000196663.16,protein_coding,TECPR2,2,HGNC:19957,OTTHUMG00000171776.1,,,,,ncRNA_host,,,,,,
chr14,HAVANA,gene,102501767,102509799,,-,0,ENSG00000156381.9,protein_coding,ANKRD9,2,HGNC:20096,OTTHUMG00000171777.1,,,,,,,,,,,
chr14,HAVANA,gene,102592649,102730561,,+,0,ENSG00000089902.10,protein_coding,RCOR1,2,HGNC:17441,OTTHUMG00000171778.1,,,,,ncRNA_host,,,,,,
chr14,HAVANA,gene,102777449,102911500,,+,0,ENSG00000131323.16,protein_coding,TRAF3,1,HGNC:12033,OTTHUMG00000171902.1,,,,,ncRNA_host,,,,,,
chr14,HAVANA,gene,102922663,102933596,,+,0,ENSG00000166126.11,protein_coding,AMN,2,HGNC:14604,OTTHUMG00000171897.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,102932380,103057549,,-,0,ENSG00000198752.11,protein_coding,CDC42BPB,1,HGNC:1738,OTTHUMG00000171898.1,,,,,,,,,,,
chr14,HAVANA,gene,103084210,103090027,,+,0,ENSG00000283071.1,protein_coding,LBHD2,2,HGNC:52384,OTTHUMG00000191553.1,,,,,,,,,,,
chr14,HAVANA,gene,103100144,103110559,,+,0,ENSG00000205436.7,protein_coding,EXOC3L4,2,HGNC:20120,OTTHUMG00000171888.1,,,,,,,,,,,
chr14,HAVANA,gene,103123442,103137439,,+,0,ENSG00000185215.10,protein_coding,TNFAIP2,2,HGNC:11895,OTTHUMG00000171890.1,,,,,,,,,,,
chr14,HAVANA,gene,103333544,103345025,,+,0,ENSG00000100664.11,protein_coding,EIF5,1,HGNC:3299,OTTHUMG00000171839.1,,,,,ncRNA_host,,,,,,
chr14,HAVANA,gene,103385392,103503831,,+,0,ENSG00000075413.18,protein_coding,MARK3,1,HGNC:6897,OTTHUMG00000171789.1,,,,,,,,,,,
chr14,HAVANA,gene,103519667,103522833,,-,0,ENSG00000166165.13,protein_coding,CKB,2,HGNC:1991,OTTHUMG00000171786.1,,,,,,,,,,,
chr14,HAVANA,gene,103529196,103537073,,+,0,ENSG00000166166.13,protein_coding,TRMT61A,2,HGNC:23790,OTTHUMG00000171762.1,,,,,,,,,,,
chr14,HAVANA,gene,103556544,103562831,,-,0,ENSG00000166170.9,protein_coding,BAG5,2,HGNC:941,OTTHUMG00000171763.1,,,,,,,,,,,
chr14,HAVANA,gene,103561896,103714249,,+,0,ENSG00000126214.21,protein_coding,KLC1,1,HGNC:6387,OTTHUMG00000169227.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr14,HAVANA,gene,103562962,103607523,,+,0,ENSG00000256053.8,protein_coding,COA8,1,HGNC:20492,OTTHUMG00000153929.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr14,HAVANA,gene,103562962,103685924,,+,0,ENSG00000256500.6,protein_coding,AL139300.1,2,,OTTHUMG00000169226.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr14,HAVANA,gene,103697609,103715504,,-,0,ENSG00000126215.14,protein_coding,XRCC3,2,HGNC:12830,OTTHUMG00000169228.1,,,,,,,,,,,
chr14,HAVANA,gene,103715730,103733668,,+,0,ENSG00000100711.13,protein_coding,ZFYVE21,2,HGNC:20760,OTTHUMG00000171651.1,,,,,,,,,,,
chr14,HAVANA,gene,103733195,103847575,,-,0,ENSG00000088808.18,protein_coding,PPP1R13B,1,HGNC:14950,OTTHUMG00000171647.1,,,,,ncRNA_host,,,,,,
chr14,HAVANA,gene,103912288,103928269,,-,0,ENSG00000156411.10,protein_coding,ATP5MPL,2,HGNC:1188,OTTHUMG00000171601.1,,,,,,,,,,,
chr14,HAVANA,gene,103928456,104052667,,+,0,ENSG00000156414.19,protein_coding,TDRD9,2,HGNC:20122,OTTHUMG00000152876.1,,,,,ncRNA_host,,,,,,
chr14,HAVANA,gene,103940426,103942561,,-,0,ENSG00000227729.5,protein_coding,RD3L,1,HGNC:40912,OTTHUMG00000152877.1,,,,,,,,,,,
chr14,HAVANA,gene,104085686,104115582,,+,0,ENSG00000166183.16,protein_coding,ASPG,2,HGNC:20123,OTTHUMG00000170045.1,,,,,,,,,,,
chr14,HAVANA,gene,104138723,104180894,,+,0,ENSG00000066735.14,protein_coding,KIF26A,2,HGNC:20226,OTTHUMG00000154986.1,,,,,,,,,,,
chr14,HAVANA,gene,104474678,104605647,,-,0,ENSG00000258986.7,protein_coding,TMEM179,1,HGNC:20137,OTTHUMG00000170829.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,104579684,104590515,,+,0,ENSG00000184601.10,protein_coding,C14orf180,2,HGNC:33795,OTTHUMG00000029806.1,,,,,,,,,,,
chr14,HAVANA,gene,104689606,104722535,,+,0,ENSG00000203485.13,protein_coding,INF2,1,HGNC:23791,OTTHUMG00000029811.1,,,,,,,,,,,
chr14,HAVANA,gene,104724186,104747325,,+,0,ENSG00000185100.10,protein_coding,ADSS1,1,HGNC:20093,OTTHUMG00000170818.1,,,,,,,,,,,
chr14,HAVANA,gene,104753147,104768494,,+,0,ENSG00000184990.13,protein_coding,SIVA1,2,HGNC:17712,OTTHUMG00000170819.1,,,,,,,,,,,
chr14,HAVANA,gene,104769349,104795751,,-,0,ENSG00000142208.16,protein_coding,AKT1,1,HGNC:391,OTTHUMG00000170795.1,,,,,,,,,,,
chr14,HAVANA,gene,104800596,104804712,,+,0,ENSG00000179627.10,protein_coding,ZBTB42,2,HGNC:32550,OTTHUMG00000170790.1,,,,,,,,,,,
chr14,HAVANA,gene,104865268,104896770,,+,0,ENSG00000099814.16,protein_coding,CEP170B,2,HGNC:20362,OTTHUMG00000170763.1,,,,,,,,,,,
chr14,HAVANA,gene,104924713,104937761,,+,0,ENSG00000166428.14,protein_coding,PLD4,2,HGNC:23792,OTTHUMG00000144167.1,,,,,,,,,,,
chr14,HAVANA,gene,104937244,104978374,,-,0,ENSG00000185567.7,protein_coding,AHNAK2,1,HGNC:20125,OTTHUMG00000170765.1,,,,,,,,,,,
chr14,HAVANA,gene,104985775,105010482,,+,0,ENSG00000140104.14,protein_coding,CLBA1,2,HGNC:20126,OTTHUMG00000170474.1,,,,,,,,,,,
chr14,HAVANA,gene,105009573,105021083,,-,0,ENSG00000170779.11,protein_coding,CDCA4,2,HGNC:14625,OTTHUMG00000170767.1,,,,,,,,,,,
chr14,HAVANA,gene,105049395,105065445,,-,0,ENSG00000183484.12,protein_coding,GPR132,1,HGNC:17482,OTTHUMG00000140173.1,,,,,,,,,,,
chr14,HAVANA,gene,105140982,105168824,,-,0,ENSG00000184916.9,protein_coding,JAG2,2,HGNC:6189,OTTHUMG00000140172.1,,,,,"ncRNA_host,overlapping_locus",,,,,,
chr14,HAVANA,gene,105172938,105181323,,-,0,ENSG00000183828.15,protein_coding,NUDT14,2,HGNC:20141,OTTHUMG00000170372.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,105209286,105315589,,-,0,ENSG00000185024.17,protein_coding,BRF1,2,HGNC:11551,OTTHUMG00000029884.1,,,,,,,,,,,
chr14,HAVANA,gene,105248490,105251093,,+,0,ENSG00000184887.13,protein_coding,BTBD6,2,HGNC:19897,OTTHUMG00000029887.1,,,,,retrogene,,,,,,
chr14,HAVANA,gene,105300563,105398147,,+,0,ENSG00000179364.13,protein_coding,PACS2,1,HGNC:23794,OTTHUMG00000170450.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,105398538,105450106,,+,0,ENSG00000226174.7,protein_coding,TEX22,2,HGNC:40026,OTTHUMG00000156137.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,105419820,105470729,,+,0,ENSG00000182979.18,protein_coding,MTA1,2,HGNC:7410,OTTHUMG00000150362.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,105472962,105480162,,+,0,ENSG00000182809.11,protein_coding,CRIP2,1,HGNC:2361,OTTHUMG00000029906.1,,,,,,,,,,,
chr14,HAVANA,gene,105486317,105488947,,+,0,ENSG00000213145.10,protein_coding,CRIP1,2,HGNC:2360,OTTHUMG00000029908.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,105487199,105492267,,+,0,ENSG00000257341.5,protein_coding,AL928654.3,2,,OTTHUMG00000029910.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,105489855,105499575,,+,0,ENSG00000185347.17,protein_coding,TEDC1,1,HGNC:20127,OTTHUMG00000170426.1,,,,,overlapping_locus,,,,,,
chr14,HAVANA,gene,105526583,105530202,,+,0,ENSG00000184986.11,protein_coding,TMEM121,2,HGNC:20511,OTTHUMG00000029912.1,,,,,,,,,,,
chr15,HAVANA,gene,20531856,20541800,,-,0,ENSG00000277322.1,protein_coding,GOLGA6L6,2,HGNC:37225,OTTHUMG00000171663.1,,,,,,,,,,,
chr15,HAVANA,gene,20835372,20866314,,-,0,ENSG00000230031.10,protein_coding,POTEB2,2,HGNC:48327,OTTHUMG00000185829.1,,,,,ncRNA_host,,,,,,
chr15,HAVANA,gene,21408243,21440451,,-,0,ENSG00000278522.4,protein_coding,POTEB3,2,HGNC:51240,OTTHUMG00000189222.1,,,,,ncRNA_host,,,,,,
chr15,HAVANA,gene,21552795,21653276,,+,0,ENSG00000280709.2,protein_coding,LINC02203,2,HGNC:53069,OTTHUMG00000192385.1,,,,,overlapping_locus,,,,,,
chr15,HAVANA,gene,21637909,21638992,,+,0,ENSG00000182974.3,protein_coding,AC135068.1,2,,OTTHUMG00000189317.1,,,,,overlapping_locus,,,,,,
chr15,HAVANA,gene,21651844,21652968,,+,0,ENSG00000279408.3,protein_coding,AC135068.3,2,,OTTHUMG00000190198.1,,,,,overlapping_locus,,,,,,
chr15,HAVANA,gene,21846329,21877735,,-,0,ENSG00000233917.9,protein_coding,POTEB,2,HGNC:33734,OTTHUMG00000171734.1,,,,,ncRNA_host,,,,,,
chr15,HAVANA,gene,22015233,22095857,,+,0,ENSG00000285472.1,protein_coding,AC134980.3,2,,OTTHUMG00000192386.1,,,,,overlapping_locus,,,,,,
chr15,HAVANA,gene,22070241,22083221,,+,0,ENSG00000274102.2,protein_coding,OR4M2,2,HGNC:15373,OTTHUMG00000171738.1,,,,,,,,,,,
chr15,HAVANA,gene,22094522,22095472,,+,0,ENSG00000183706.5,protein_coding,OR4N4,2,HGNC:15375,OTTHUMG00000171739.1,,,,,overlapping_locus,,,,,,
chr15,HAVANA,gene,22458903,22469230,,+,0,ENSG00000277865.4,protein_coding,GOLGA6L22,2,HGNC:50289,OTTHUMG00000171883.1,,,,,,,,,,,
chr15,HAVANA,gene,22773063,22829789,,+,0,ENSG00000170113.16,protein_coding,NIPA1,2,HGNC:17043,OTTHUMG00000129099.1,,,,,overlapping_locus,,,,,,
chr15,HAVANA,gene,22838644,22869362,,+,0,ENSG00000140157.15,protein_coding,NIPA2,2,HGNC:17044,OTTHUMG00000129101.1,,,,,,,,,,,
chr15,HAVANA,gene,22867052,22981063,,-,0,ENSG00000273749.5,protein_coding,CYFIP1,2,HGNC:13759,OTTHUMG00000129100.1,,,,,,,,,,,
chr15,HAVANA,gene,22983192,23039572,,-,0,ENSG00000275835.5,protein_coding,TUBGCP5,2,HGNC:18600,OTTHUMG00000188371.1,,,,,,,,,,,
chr15,HAVANA,gene,23127066,23136822,,-,0,ENSG00000273976.2,protein_coding,GOLGA6L1,2,HGNC:37444,OTTHUMG00000171928.1,,,,,,,,,,,
chr15,HAVANA,gene,23354748,23367231,,+,0,ENSG00000261739.2,protein_coding,GOLGA8S,2,HGNC:44409,OTTHUMG00000176415.1,,,,,ncRNA_host,,,,,,
chr15,HAVANA,gene,23439038,23447243,,-,0,ENSG00000174450.12,protein_coding,GOLGA6L2,2,HGNC:26695,OTTHUMG00000176417.1,,,,,,,,,,,
chr15,HAVANA,gene,23565674,23630075,,+,0,ENSG00000179455.9,protein_coding,MKRN3,1,HGNC:7114,OTTHUMG00000129160.1,,,,,,,,,,,
chr15,HAVANA,gene,23643549,23647867,,-,0,ENSG00000254585.5,protein_coding,MAGEL2,2,HGNC:6814,OTTHUMG00000167582.1,,,,,retrogene,,,,,,
chr15,HAVANA,gene,23685400,23687305,,-,0,ENSG00000182636.8,protein_coding,NDN,2,HGNC:7675,OTTHUMG00000129161.1,,,,,retrogene,,,,,,
chr15,HAVANA,gene,24675775,24683393,,+,0,ENSG00000185823.5,protein_coding,NPAP1,2,HGNC:1190,OTTHUMG00000129179.1,,,,,,,,,,,
chr15,HAVANA,gene,24823637,24978723,,+,0,ENSG00000128739.22,protein_coding,SNRPN,1,HGNC:11164,OTTHUMG00000129180.1,,,,,overlapping_locus,,,,,,
